GHCND,LAT,LON,ELEV,ST,NAME
USC00424968,37.2008,-113.2686,973.5,UT ,LA VERKIN
USC00425138,39.7267,-112.3069,1594.1,UT ,LITTLE SAHARA REC AREA
USC00425186,41.7456,-111.8033,1460.0,UT ,LOGAN UTAH ST UNIV             
USC00425194,41.6661,-111.8914,1367.9,UT ,LOGAN 5 SW EXP FARM
USC00425402,39.2583,-111.6308,1749.6,UT ,MANTI                          
USC00425733,38.5744,-109.5458,1235.4,UT ,MOAB                           
USC00425815,40.5617,-110.4922,2484.1,UT ,MOON LAKE
USC00425892,40.7486,-111.7233,1652.0,UT ,MTN DELL DAM
USC00426135,39.7122,-111.8319,1563.0,UT ,NEPHI                          
USC00426340,39.8081,-110.2569,1764.8,UT ,NUTTERS RCH
USC00426357,39.3758,-112.3342,1560.6,UT ,OAK CITY
USC00426568,40.1344,-109.6436,1424.6,UT ,OURAY 4NE
USC00426708,39.6308,-113.8858,1456.9,UT ,PARTOUN
USC00427064,40.2458,-111.6508,1392.9,UT ,PROVO BYU
USC00427395,40.2878,-109.9586,1528.3,UT ,ROOSEVELT RADIO                
USC00427408,41.8186,-113.4133,1732.8,UT ,ROSETTE
USC00428119,40.0797,-111.6044,1438.7,UT ,SPANISH FORK PWR HOUSE         
USC00428771,40.5353,-112.3217,1506.9,UT ,TOOELE                         
USC00428973,40.3603,-111.8972,1373.1,UT ,UTAH LAKE LEHI                 
USC00428978,41.0497,-112.9367,1353.3,UT ,UTAH TEST RANGE
USC00429111,40.4403,-109.5356,1629.2,UT ,VERNAL                         
USC00429133,40.0958,-112.4358,1667.6,UT ,VERNON
USC00429165,40.7908,-111.4078,1810.5,UT ,WANSHIP DAM
USC00429346,41.1092,-111.9125,1493.5,UT ,WEBER BSN PUMP PLT 3
USC00429383,40.7294,-114.0383,1293.6,UT ,WENDOVER 1SSW
USC00429717,37.2092,-112.9814,1230.8,UT ,ZION NP                        
USC00431580,43.9572,-73.2106,105.2,VT ,CORNWALL                       
USC00435416,44.5247,-72.8153,1204.0,VT ,MT MANSFIELD
USC00435768,43.6028,-72.3622,173.7,VT ,NORTH HARTLAND LAKE
USC00435982,43.3392,-72.5056,170.7,VT ,N SPRINGFIELD LAKE
USC00436995,43.6253,-72.9781,189.0,VT ,RUTLAND
USC00437054,44.42,-72.0194,213.4,VT ,SAINT JOHNSBURY                
USC00437607,44.6264,-73.3031,33.5,VT ,SOUTH HERO                     
USC00437612,44.0725,-72.9736,408.7,VT ,SOUTH LINCOLN                  
USC00438169,44.6122,-72.0481,457.2,VT ,SUTTON
USC00438556,43.7917,-72.2578,140.2,VT ,UNION VILLAGE DAM
USC00438640,44.1756,-72.7961,348.1,VT ,WAITSFIELD 2 SE
USC00438652,44.5028,-72.2203,685.8,VT ,WALDEN 4N
USC00440021,36.6686,-81.9647,586.7,VA ,ABINGDON 3S
USC00440327,37.75,-77.4833,67.1,VA ,ASHLAND
USC00440735,36.8628,-82.7711,446.2,VA ,BIG STONE GAP
USC00440766,37.2039,-80.4144,641.0,VA ,BLACKSBURG NWSO                
USC00441593,38.0328,-78.5225,264.0,VA ,CHARLOTTESVILLE 2W             
USC00441606,36.7775,-78.4756,155.4,VA ,CHASE CITY
USC00441692,37.1278,-80.4033,640.1,VA ,CHRISTIANSBURG
USC00441825,37.1453,-82.4911,542.5,VA ,CLINTWOOD 1 W
USC00442208,38.4547,-78.9353,413.9,VA ,DALE ENTERPRISE                
USC00442400,37.1122,-77.2017,39.6,VA ,DISPUTANTA
USC00443310,37.9458,-79.9542,539.5,VA ,GATHRIGHT DAM
USC00444044,36.6831,-76.7683,24.4,VA ,HOLLAND 1 E
USC00444414,36.6003,-78.3011,76.2,VA ,JOHN H KERR DAM
USC00444568,37.0178,-78.48,190.5,VA ,KEYSVILLE 2 S
USC00444777,36.9028,-82.0383,582.8,VA ,LEBANON
USC00444876,37.7767,-79.4386,334.4,VA ,LEXINGTON                      
USC00445050,38.0422,-78.0061,128.0,VA ,LOUISA
USC00445880,38.3311,-79.6586,725.4,VA ,MUSTOE 1 SW
USC00446147,36.8708,-76.2289,3.0,VA ,NORFOLK S
USC00446475,37.5831,-75.8217,9.1,VA ,PAINTER 2W
USC00446712,38.2322,-78.1203,158.5,VA ,PIEDMONT RSCH STN              
USC00446999,37.2008,-80.5864,548.6,VA ,RADFORD 3 N
USC00447904,38.2456,-78.2703,155.4,VA ,SOMERSET
USC00448022,37.2714,-80.7131,594.4,VA ,STAFFORDSVILLE 3 ENE
USC00448062,38.1692,-79.0844,51.5,VA ,STAUNTON WTP                   
USC00448129,36.9742,-77.4042,32.0,VA ,STONY CREEK 2 N
USC00448192,36.7297,-76.6014,6.7,VA ,SUFFOLK LAKE KILBY
USC00448800,36.9839,-77.0078,34.4,VA ,WAKEFIELD 1NW
USC00448829,37.7433,-77.04,15.2,VA ,WALKERTON 2 NW
USC00448941,38.0803,-78.875,387.1,VA ,WAYNESBORO WTP
USC00449025,37.5658,-76.8,6.1,VA ,WEST POINT 2 NW
USC00449151,37.3017,-76.7039,21.3,VA ,WILLIAMSBURG 2 N               
USC00449181,39.1881,-78.1514,219.5,VA ,WINCHESTER
USC00449263,38.8969,-78.4678,205.7,VA ,WOODSTOCK 2 NE                 
USC00450008,46.9658,-123.8292,3.0,WA ,ABERDEEN                       
USC00450257,48.2006,-122.1281,30.5,WA ,ARLINGTON
USC00450456,47.7722,-121.4819,234.7,WA ,BARING
USC00450482,45.7717,-122.5286,86.6,WA ,BATTLE GROUND
USC00450587,48.7178,-122.5114,4.6,WA ,BELLINGHAM 3 SSW               
USC00450668,45.9981,-120.3006,919.0,WA ,BICKLETON
USC00450729,48.9775,-122.7928,18.3,WA ,BLAINE                         
USC00451233,47.4144,-121.7561,475.5,WA ,CEDAR LAKE                     
USC00451276,46.72,-122.9528,56.4,WA ,CENTRALIA                      
USC00451484,48.9672,-122.3292,19.5,WA ,CLEARBROOK                     
USC00451504,47.1889,-120.9131,579.1,WA ,CLE ELUM                       
USC00451679,48.5397,-121.7422,59.4,WA ,CONCRETE PPL FISH STN
USC00451767,47.9544,-118.9997,524.0,WA ,COULEE DAM 1 SW
USC00451992,48.26,-121.6036,167.6,WA ,DARRINGTON RS
USC00452007,47.6575,-118.1614,722.1,WA ,DAVENPORT                      
USC00452030,46.3153,-118.0022,474.6,WA ,DAYTON 1 WSW                   
USC00452157,48.7142,-121.1431,271.6,WA ,DIABLO DAM
USC00452531,47.0092,-123.4008,21.3,WA ,ELMA
USC00452563,47.6983,-120.3228,313.0,WA ,ENTIAT FISH HATCHERY
USC00452914,47.9558,-124.3539,106.7,WA ,FORKS 1 E                      
USC00453222,45.8081,-120.8428,499.9,WA ,GOLDENDALE                     
USC00453730,48.1989,-120.7736,980.8,WA ,HOLDEN VILLAGE
USC00454154,46.2111,-119.1011,118.9,WA ,KENNEWICK                      
USC00454679,47.0022,-118.5658,496.8,WA ,LIND 3 NE
USC00454748,46.3675,-124.0378,7.6,WA ,LONG BEACH EXP STN             
USC00455086,47.1456,-123.4006,33.5,WA ,MATLOCK 8 S
USC00455110,46.5044,-122.5939,85.3,WA ,MAYFIELD PWR PLT
USC00455133,48.6008,-120.4275,652.6,WA ,MAZAMA
USC00455525,47.8453,-121.9944,36.6,WA ,MONROE
USC00455704,47.1414,-121.9356,398.7,WA ,MUD MTN DAM
USC00455774,46.3725,-123.7531,15.2,WA ,NASELLE 2 ENE
USC00455840,48.6758,-121.2419,160.0,WA ,NEWHALEM
USC00455844,48.1842,-117.0475,659.0,WA ,NEWPORT
USC00456262,46.6092,-121.6744,323.1,WA ,PACKWOOD
USC00456914,46.6533,-123.73,9.1,WA ,RAYMOND 2 S                    
USC00457015,46.3119,-119.2633,113.7,WA ,RICHLAND
USC00457185,48.7272,-121.0722,376.7,WA ,ROSS DAM
USC00457544,48.085,-123.0639,15.2,WA ,SEQUIM 2 E
USC00457696,45.6219,-122.2178,132.6,WA ,SKAMANIA FISH HATCHERY
USC00458034,47.8664,-121.7175,51.8,WA ,STARTUP 1 E
USC00458211,46.345,-120.0289,245.4,WA ,SUNNYSIDE #2
USC00458278,47.2472,-122.4122,7.6,WA ,TACOMA #1
USC00458508,47.7,-121.6908,609.6,WA ,TOLT S FK RSVR
USC00458521,48.7978,-119.26,1046.7,WA ,TONASKET 11NE
USC00458715,48.6525,-121.6931,210.3,WA ,UPPER BAKER DAM
USC00458773,45.6778,-122.6511,64.0,WA ,VANCOUVER 4 NNE                
USC00459074,47.4289,-120.31,190.8,WA ,WENATCHEE                      
USC00459376,48.4742,-120.1886,533.1,WA ,WINTHROP 1 WSW                 
USC00460509,38.5311,-79.7714,922.0,WV ,BARTOW 1S
USC00460527,39.2728,-79.3683,735.2,WV ,BAYARD
USC00461397,39.0483,-79.4406,991.8,WV ,CANAAN VALLEY 2
USC00461579,38.3139,-81.7186,279.8,WV ,CHARLESTON WSFO
USC00461900,39.6772,-79.7719,694.9,WV ,COOPERS ROCK SF
USC00462211,39.0981,-79.4322,1132.3,WV ,DAVIS 3SE
USC00464840,39.4206,-79.005,274.3,WV ,KEYSER 2 SSW
USC00465963,39.47,-80.8572,223.7,WV ,MIDDLEBOURNE 3 ESE
USC00466867,39.0736,-79.6339,541.0,WV ,PARSONS 1 NE                   
USC00467018,40.1478,-80.7014,195.1,WV ,PIKE ISLAND L&D
USC00468308,38.3989,-79.995,1478.3,WV ,SNOWSHOE
USC00468384,38.8008,-81.3583,293.8,WV ,SPENCER                        
USC00469049,38.7833,-79.2833,469.4,WV ,UPPER TRACT
USC00470175,45.3011,-92.3631,326.1,WI ,AMERY
USC00470265,44.2769,-88.4378,241.4,WI ,APPLETON
USC00470308,43.3008,-89.3269,329.2,WI ,ARLINGTON UNIV FARM
USC00470382,44.6825,-91.1358,292.6,WI ,AUGUSTA RS
USC00470486,44.9633,-92.3906,335.3,WI ,BALDWIN
USC00470604,46.7872,-90.8642,187.5,WI ,BAYFIELD FISH HATCHERY
USC00470645,43.4447,-88.8478,256.0,WI ,BEAVER DAM
USC00470742,43.99,-88.9411,233.5,WI ,BERLIN WWTP
USC00471062,43.0519,-88.1775,251.2,WI ,BROOKFIELD
USC00471064,44.1614,-88.0803,246.9,WI ,BRILLION
USC00471078,42.6333,-89.3867,240.8,WI ,BRODHEAD                       
USC00471205,42.6508,-88.2544,228.9,WI ,BURLINGTON
USC00471568,44.0328,-88.1469,256.0,WI ,CHILTON
USC00471604,46.1694,-90.9808,456.6,WI ,CLAM LAKE 4W
USC00472051,42.6344,-88.6628,280.7,WI ,WALWORTH CO SEWER DIST
USC00472173,42.9608,-90.1161,338.3,WI ,DODGEVILLE
USC00472279,44.6197,-91.9794,214.9,WI ,DURAND
USC00472314,45.9169,-89.2564,494.7,WI ,EAGLE RIVER
USC00472425,44.7878,-91.5164,268.2,WI ,EAU CLAIRE 3SW
USC00472556,44.7303,-92.4586,313.9,WI ,ELLSWORTH 1E
USC00472826,45.9336,-88.2583,396.2,WI ,FLORENCE
USC00472839,43.7953,-88.4533,231.6,WI ,FOND DU LAC                    
USC00472842,43.7667,-88.4669,242.3,WI ,FOND DU LAC 2SW
USC00473058,43.2389,-88.1222,259.1,WI ,GERMANTOWN
USC00473198,43.3081,-87.9553,225.9,WI ,GRAFTON WWTP
USC00473268,44.4983,-88.1119,207.9,WI ,GREEN BAY WFO
USC00473650,43.6342,-90.3792,317.9,WI ,HILLSBORO 2SW
USC00473698,45.2236,-91.1269,322.2,WI ,HOLCOMBE
USC00473756,43.4406,-88.6325,268.2,WI ,HORICON
USC00473820,43.34,-88.6006,263.3,WI ,HUSTISFORD WWTP
USC00473930,43.3194,-88.1681,275.2,WI ,JACKSON
USC00474027,45.0831,-91.3311,323.4,WI ,JIM FALLS 3NW
USC00474373,43.8225,-91.1914,398.4,WI ,LA CROSSE WFO
USC00474391,45.465,-91.1236,344.4,WI ,LADYSMITH 3W
USC00474894,45.5733,-92.4853,371.9,WI ,LUCK
USC00474953,46.7781,-90.7653,201.2,WI ,MADELINE ISLAND
USC00475017,44.0869,-87.6522,178.0,WI ,MANITOWOC                      
USC00475096,43.7028,-88.9989,262.4,WI ,MARKESAN
USC00475120,44.6411,-90.1333,377.0,WI ,MARSHFIELD EXP FARM            
USC00475255,45.1308,-90.3439,448.1,WI ,MEDFORD                        
USC00475563,44.5647,-91.6719,253.0,WI ,MONDOVI
USC00475581,43.7806,-89.3169,239.6,WI ,MONTELLO
USC00475808,44.5378,-90.535,329.2,WI ,NEILLSVILLE 3ESE               
USC00475932,44.3589,-88.7189,243.8,WI ,NEW LONDON                     
USC00476413,46.5372,-92.1186,335.3,WI ,PATTISON RANGER STAION
USC00476718,43.5278,-89.4342,236.2,WI ,PORTAGE                        
USC00476827,43.0514,-91.135,200.6,WI ,PRAIRIE DU CHIEN               
USC00476922,42.7022,-87.7861,181.4,WI ,RACINE                         
USC00477052,43.5231,-90.0003,282.2,WI ,REEDSBURG
USC00477113,45.5986,-89.4508,479.1,WI ,RHINELANDER
USC00477132,45.4164,-91.7719,336.2,WI ,RICE LAKE
USC00477226,44.8544,-92.6122,286.5,WI ,RIVER FALLS
USC00477576,43.2619,-89.735,227.1,WI ,SAUK CITY WWTP
USC00477581,43.375,-87.9403,230.1,WI ,SAUKVILLE WWTP
USC00477796,43.3339,-88.2978,313.6,WI ,SLINGER WWTP
USC00477964,42.9011,-87.8494,198.1,WI ,SOUTH MILWAUKEE WWTP
USC00477997,43.9364,-90.8164,238.4,WI ,SPARTA
USC00478027,45.8236,-91.8761,335.3,WI ,SPOONER AG RES STN             
USC00478171,44.5114,-89.5856,328.9,WI ,STEVENS POINT
USC00478267,44.8797,-87.3356,213.1,WI ,STURGEON BAY EXP FARM
USC00478316,42.9675,-88.5497,284.4,WI ,SULLIVAN 3SE
USC00478376,44.9958,-88.3786,241.4,WI ,SURING
USC00478540,43.4719,-88.8825,267.9,WI ,TOWN OF WESTFORD
USC00478589,43.9994,-91.4378,201.2,WI ,TREMPEALEAU DAM 6
USC00478827,43.5594,-90.8761,382.5,WI ,VIROQUA                        
USC00478905,45.3581,-86.8911,209.1,WI ,WASHINGTON IS
USC00478919,43.1742,-88.7364,251.5,WI ,WATERTOWN                      
USC00479052,43.4106,-88.1939,299.0,WI ,WEST BEND PUBLIC WORKS
USC00479190,42.8508,-88.7247,266.7,WI ,WHITEWATER
USC00479319,43.6089,-89.7667,254.5,WI ,WISCONSIN DELLS
USC00480027,42.7292,-110.9297,1903.5,WY ,AFTON
USC00480140,43.7728,-111.0339,1962.9,WY ,ALTA 1 NNW                     
USC00480540,44.38,-108.035,1169.5,WY ,BASIN                          
USC00480680,44.6828,-107.0089,1282.6,WY ,BIG HORN
USC00480761,41.5894,-108.5086,2048.3,WY ,BITTER CREEK 4 NE
USC00480778,43.6561,-107.7375,1717.5,WY ,BLACK MTN
USC00480951,42.7158,-109.6897,2115.3,WY ,BOULDER REARING STN
USC00481131,41.2467,-109.5967,1853.2,WY ,BUCKBOARD MARINA
USC00481165,44.3547,-106.6992,1414.0,WY ,BUFFALO
USC00481175,44.5075,-109.1675,1572.8,WY ,BUFFALO BILL DAM
USC00481676,41.1522,-104.8056,1871.5,WY ,CHEYENNE WFO
USC00481775,44.9364,-109.1372,1254.9,WY ,CLARK 3NE
USC00481816,44.5781,-106.4472,1217.7,WY ,CLEARMONT 5 SW
USC00481850,44.4139,-108.9006,1599.6,WY ,CODY 12SE
USC00482399,44.8736,-107.2664,1197.9,WY ,DAYTON
USC00482580,44.0992,-105.1175,1313.7,WY ,DILLINGER
USC00482725,43.4117,-104.9614,1345.7,WY ,DULL CTR 1SE
USC00483170,42.1397,-109.4308,2017.8,WY ,FARSON 2NNE
USC00483396,41.9861,-110.0611,1975.1,WY ,FONTENELLE DAM
USC00483855,44.2644,-105.4919,1414.3,WY ,GILLETTE 4SE
USC00483944,42.4689,-104.9658,1456.9,WY ,GLENDO RSVR USBR
USC00484065,41.5167,-109.4703,1877.6,WY ,GREEN RVR                      
USC00484080,44.4908,-108.0411,1176.5,WY ,GREYBULL
USC00484131,42.2833,-104.7667,1365.5,WY ,GUERNSEY 2NW
USC00485055,43.7144,-106.6375,1420.4,WY ,KAYCEE
USC00485105,41.8172,-110.5328,2115.9,WY ,KEMMERER 2N
USC00485345,44.5619,-110.3986,2398.8,WY ,LAKE YELLOWSTONE               
USC00485374,43.1828,-104.6036,1281.4,WY ,LANCE CREEK 11NNE
USC00485417,41.2847,-105.5319,2252.5,WY ,LARAMIE 4SE
USC00485506,44.85,-106.2889,1268.0,WY ,LEITER 9N
USC00485525,42.1953,-106.8556,1839.5,WY ,LEO 6 SW
USC00485833,42.9367,-104.0669,1260.7,WY ,LUSK 25NE
USC00486440,43.8567,-110.5889,2072.0,WY ,MORAN 5WNW                     
USC00486845,44.4569,-110.8328,2243.3,WY ,OLD FAITHFUL
USC00487031,44.5028,-109.9642,2037.6,WY ,PAHASKA
USC00487105,42.4717,-106.8528,1803.8,WY ,PATHFINDER DAM
USC00487236,41.18,-104.0572,1541.7,WY ,PINE BLUFFS 1ESE
USC00487260,42.8744,-109.8581,2199.7,WY ,PINEDALE                       
USC00487375,43.0353,-106.9894,1744.1,WY ,POWDER RVR (SCHOOL)
USC00487388,44.7764,-108.7592,1332.6,WY ,POWELL FLD STN                 
USC00487555,43.245,-104.2881,1185.7,WY ,REDBIRD
USC00487760,43.0308,-108.3742,1510.3,WY ,RIVERTON                       
USC00487847,41.5778,-109.2394,1911.1,WY ,ROCK SPRINGS FIRE DEPT
USC00488074,42.1556,-106.9139,2126.0,WY ,SEMINOE RSVR USBR
USC00488192,42.3703,-106.105,2151.0,WY ,SHIRLEY BASIN
USC00488209,43.2372,-108.1097,1474.3,WY ,SHOSHONI
USC00488315,44.1333,-110.6658,2097.6,WY ,SNAKE RIVER
USC00488626,44.5767,-106.9061,1575.2,WY ,STORY
USC00488758,44.0761,-108.9547,1897.1,WY ,SUNSHINE 3NE
USC00488808,41.7644,-105.375,1855.0,WY ,SYBILLE RSCH UNIT
USC00488858,43.8111,-107.3653,1444.1,WY ,TENSLEEP 16SSE
USC00488875,43.6483,-108.2036,1317.0,WY ,THERMOPOLIS
USC00488884,43.7533,-108.1431,1305.2,WY ,THERMOPOLIS 9NE
USC00488997,42.4881,-104.1564,1481.3,WY ,TORRINGTON 29N
USC00489025,44.9167,-110.4203,1909.9,WY ,TOWER FALLS
USC00489205,44.0928,-104.6114,1316.7,WY ,UPTON
USC00489459,41.6717,-107.9786,2054.4,WY ,WAMSUTTER
USC00489580,44.6406,-105.3053,1074.4,WY ,WESTON 1 E
USC00489805,43.7472,-105.7331,1530.1,WY ,WRIGHT 12W
USC00489905,44.9767,-110.6964,1898.9,WY ,YELLOWSTONE PK MAMMOTH         
USC00500235,70.3464,-150.9283,5.2,AK ,ALPINE
USC00500243,60.9583,-149.1108,82.9,AK ,ALYESKA
USC00500247,62.1925,-150.5033,136.9,AK ,AMBER LAKE
USC00500275,61.1561,-149.9847,39.9,AK ,ANCHORAGE FORECAST OFFICE
USC00500281,61.1025,-149.7169,406.9,AK ,ANCHORAGE UPPER DEARMOUN
USC00500363,58.3183,-134.1003,28.0,AK ,ANNEX CREEK
USC00500490,64.8553,-147.7217,135.0,AK ,AURORA
USC00502015,64.2453,-149.1828,196.9,AK ,CLEAR SKY
USC00502126,70.4322,-150.4094,1.5,AK ,COLVILLE VILLAGE
USC00502147,60.4922,-149.8089,127.7,AK ,COOPER LANDING KENAI R
USC00502339,64.1172,-145.7511,322.8,AK ,DELTA 6N
USC00502352,63.9647,-145.105,342.9,AK ,DELTA JUNCTION 20SE
USC00502568,63.6772,-144.6011,411.5,AK ,DRY CREEK
USC00502587,53.895,-166.5433,3.0,AK ,DUTCH HARBOR
USC00502645,61.3192,-149.5436,172.8,AK ,EAGLE RVR GAKONA CIRCLE
USC00502871,64.9111,-147.9242,192.0,AK ,ESTER 5NE
USC00503160,65.0033,-147.3408,494.1,AK ,FT KNOX MINE
USC00503181,64.9592,-147.6261,236.2,AK ,FOX 2SE
USC00503304,62.1086,-145.5331,421.5,AK ,GLENNALLEN KCAM
USC00503695,58.1072,-135.4278,39.6,AK ,HOONAH
USC00504107,58.3869,-134.7658,10.7,AK ,JUNEAU LENA PT
USC00504158,60.45,-151.9167,9.1,AK ,KALGIN ISLAND
USC00505778,63.7175,-148.9692,630.9,AK ,MCKINLEY PARK
USC00505881,63.9033,-152.2817,312.4,AK ,MINCHUMINA                     
USC00505888,62.1044,-150.0589,74.7,AK ,MONTANA CREEK
USC00505893,64.9194,-147.9372,260.6,AK ,MOOSE MTN
USC00505894,60.5028,-149.4261,150.0,AK ,MOOSE PASS 3 NW
USC00506581,64.7581,-147.3253,144.8,AK ,N POLE
USC00507141,57.9578,-136.2214,3.7,AK ,PELICAN
USC00507513,62.6211,-141.0061,576.7,AK ,PORT ALCAN
USC00508525,59.4547,-135.3136,10.7,AK ,SKAGWAY                        
USC00508615,60.4194,-151.1336,54.9,AK ,SOLDOTNA 5SSW
USC00508731,60.4906,-150.9189,89.0,AK ,STERLING 6SW
USC00509148,55.6917,-132.5247,87.2,AK ,THORNE BAY
USC00509313,63.3331,-142.9578,498.3,AK ,TOK SCHOOL
USC00509314,63.3156,-143.0058,505.4,AK ,TOK #2
USC00509641,64.8569,-147.8611,144.8,AK ,UNIVERSITY EXP STN
USC00509793,64.1539,-145.8894,303.3,AK ,WHITESTONE FARMS
USC00511125,20.7947,-156.0153,22.9,HI ,HANA AP 355
USC00513117,21.4233,-157.8014,14.6,HI ,KANEOHE 838.1
USC00513146,19.3167,-155.8833,36.6,HI ,KAOHE MAKAI 24.4
USC00518055,21.5383,-158.0892,220.1,HI ,POAMOHO EXP FM 855.2
USC00519281,21.4517,-157.8489,32.9,HI ,WAIHEE 837.5
USC00519397,21.2717,-157.8167,3.0,HI ,WAIKIKI 717.2
USR0000AALC,62.8167,-141.4667,548.6,AK ,ALCAN HWY MI-1244 ALASKA
USR0000AANG,65.02,-146.228,335.3,AK ,ANGEL CREEK ALASKA
USR0000AASI,67.475,-162.2664,405.1,AK ,ASIK ALASKA
USR0000ACAM,61.1586,-149.7967,47.9,AK ,CAMPBELL CREEK ALASKA
USR0000ACCR,65.1892,-147.5003,480.1,AK ,CARIBOU PEAK ALASKA
USR0000ACHA,65.0167,-148.5833,442.0,AK ,CHATANIKA ALASKA
USR0000ACHI,62.1333,-142.0833,1011.3,AK ,CHISANA ALASKA
USR0000ACHL,66.5906,-144.3411,137.2,AK ,CHALKYITSIK ALASKA
USR0000ACHM,67.7558,-150.4933,944.9,AK ,CHIMNEY LAKE ALASKA
USR0000ACHT,61.5319,-144.4397,177.1,AK ,CHITNA ALASKA
USR0000ACKN,64.06,-141.9294,871.7,AK ,CHICKEN ALASKA
USR0000ACOL,32.7039,-109.9139,2902.0,AZ ,COLUMBINE ARIZONA
USR0000ADRY,36.45,-112.24,2653.6,AZ ,DRY PARK ARIZONA
USR0000AEAG,64.7761,-141.1619,268.2,AK ,EAGLE ALASKA
USR0000AFAI,64.8367,-147.615,138.4,AK ,FAIRBANKS ALASKA
USR0000AFAP,33.7011,-109.7058,1671.2,AZ ,MOUNTAIN LION ARIZONA
USR0000AFAR,63.7233,-154.0767,236.2,AK ,FAREWELL ALASKA
USR0000AGEO,63.8375,-144.3503,464.8,AK ,GEORGE CREEK ALASKA
USR0000AGLO,33.3503,-110.6519,1112.5,AZ ,GLOBE ARIZONA
USR0000AGOP,64.2381,-145.2669,463.3,AK ,GOODPASTURE ALASKA
USR0000AGRE,34.06,-109.45,2499.4,AZ ,GREER ARIZONA
USR0000AHAY,65.2017,-161.155,53.9,AK ,HAYCOCK ALASKA
USR0000AHBR,34.3978,-110.5644,2022.3,AZ ,HEBER ARIZONA
USR0000AHLM,55.5297,-131.3661,426.7,AK ,HELM ALASKA
USR0000AHOM,59.7458,-151.2083,217.9,AK ,HOMER ALASKA
USR0000AHON,57.8,-135.1333,137.2,AK ,HOONAH ALASKA
USR0000AHPI,35.8103,-110.2069,1885.5,AZ ,HOPI ARIZONA
USR0000AIRO,34.5853,-112.5019,1804.4,AZ ,IRON SPRINGS ARIZONA
USR0000AKAI,64.4256,-158.1058,33.5,AK ,KAIYUH ALASKA
USR0000AKAK,56.9739,-133.66,121.9,AK ,KAKE ALASKA
USR0000AKAN,66.0933,-152.17,251.5,AK ,KANUTI NWR ALASKA
USR0000AKAV,67.1386,-159.0436,71.6,AK ,KAVET CREEK ALASKA
USR0000AKEL,67.9333,-162.3,125.6,AK ,KELLY ALASKA
USR0000AKEN,60.5917,-150.3167,121.9,AK ,KENAI NWR ALASKA
USR0000ALAK,34.16,-109.98,2133.6,AZ ,LAKESIDE ARIZONA
USR0000ALIB,66.0914,-143.3672,378.3,AK ,LITTLE BLACK ALASKA
USR0000ALIV,65.4236,-148.7217,137.2,AK ,LIVENGOOD ALASKA
USR0000ALMI,63.8933,-152.3106,225.6,AK ,LAKE MINCHUMINA ALASKA
USR0000ALOS,66.0425,-147.9714,213.4,AK ,LOST CREEK ALASKA
USR0000ANIN,60.0433,-151.6655,39.6,AK ,NINILCHIK ALASKA
USR0000ANOR,66.8333,-154.3333,243.8,AK ,NORUTAK LAKE ALASKA
USR0000APAL,60.1958,-154.32,79.2,AK ,PORT ALSWORTH ALASKA
USR0000APAM,67.7719,-152.195,823.0,AK ,PAMICHTUK LAKE ALASKA
USR0000APAX,62.9453,-145.5014,813.8,AK ,PAXSON ALASKA
USR0000APAY,34.2431,-111.3028,1516.4,AZ ,PAYSON ARIZONA
USR0000APLE,34.0933,-110.9333,1539.2,AZ ,PLEASANT VALLEY ARIZONA
USR0000APRE,65.9233,-145.03,316.4,AK ,PREACHER CREEK ALASKA
USR0000APRO,34.3694,-111.025,2377.4,AZ ,PROMONTORY ARIZONA
USR0000AQTZ,65.4,-164.65,130.1,AK ,QUARTZ CREEK ALASKA
USR0000ARAB,61.0844,-149.7283,451.1,AK ,RABBIT CREEK ALASKA
USR0000ARUC,31.7611,-109.3486,1737.4,AZ ,RUCKER ARIZONA
USR0000ASAG,32.3167,-110.8133,944.9,AZ ,SAGUARO ARIZONA
USR0000ASEL,66.6033,-159.1125,32.0,AK ,SELAWIK ALASKA
USR0000ASES,31.91,-111.8975,721.2,AZ ,SELLES ARIZONA
USR0000ASEV,65.9383,-149.855,250.9,AK ,SEVEN MILE ALASKA
USR0000ASKI,60.4839,-150.4606,179.8,AK ,SKILAK GUARD STATION ALASKA
USR0000ASLC,64.59,-146.14,304.8,AK ,SALCHA ALASKA
USR0000ASOL,32.4033,-110.7117,2377.4,AZ ,SOLLERS ARIZONA
USR0000ASTH,33.5406,-109.3169,2139.7,AZ ,STRAY HORSE ARIZONA
USR0000ASTR,61.6467,-156.4333,80.8,AK ,STONEY RIVER ALASKA
USR0000ASTU,64.7189,-146.5044,470.3,AK ,STUART CREEK ALASKA
USR0000ASWA,60.7278,-150.8722,85.3,AK ,SWANSON RIVER ALASKA
USR0000ATAH,67.5503,-163.5672,294.4,AK ,TAHINICHOK ALASKA
USR0000ATOK,62.9572,-143.3467,701.0,AK ,TOK RIVER VALLEY ALASKA
USR0000ATRA,33.2667,-109.3683,1913.8,AZ ,TRAIL CABIN ARIZONA
USR0000ATUS,35.99,-112.12,2042.2,AZ ,TUSAYAN ARIZONA
USR0000AUCR,64.5167,-143.2022,1113.7,AK ,UPPER CHARLEY RIVER ALASKA
USR0000AVUN,66.7981,-146.7158,160.0,AK ,VUNZIK LAKE ALASKA
USR0000AWON,63.4903,-150.8714,646.2,AK ,WONDER LAKE ALASKA
USR0000BKTL,40.2692,-110.5622,2246.1,UT ,BLACKTAIL UTAH
